	Low-Range	Mid-Range	High-Range	Husky/Throaty	Thick	Thin	Warm	Lonely	Passion	Pretty	Sad	Bright	Clear	Relaxed	Cute	Dark	Delicate	Emotional	Energetic	Male	Female	Mild/Soft	Charismatic	Whisper/Quiet	Sharp	Pure	Rich	Robotic/Artificial	Rounded	Embellishing	Stable	Sweet	Young	Soulful/R&B	 Ballad	Shouty	Vibrato	Falsetto	Breathy	Compressed	Dynamic	Speech-Like
58a67ba5530a69823b4ae8fe	0	1	0	0	0	3	3	2	0	3	1	2	1	3	3	0	2	1	0	0	3	3	0	2	1	1	0	1	0	2	1	2	3	0	1	0	1	3	3	0	0	1
58a67ba8530a69823b4ae8ff	1	1	1	0	1	3	3	3	0	3	2	2	3	2	3	0	1	2	1	0	2	3	0	2	1	2	1	1	2	3	3	2	2	1	1	1	1	3	3	2	1	1
58a67bab530a69823b4ae900	1	1	1	0	1	2	1	1	3	2	2	1	1	0	1	1	1	1	2	0	3	2	2	1	2	1	0	0	2	3	3	1	2	1	1	2	2	1	2	1	1	0
58a67bae530a69823b4ae901	1	1	3	0	1	3	3	2	1	1	2	1	3	0	3	0	1	3	2	0	3	3	0	0	1	2	0	1	2	2	3	1	2	1	2	1	2	0	2	2	1	1
58a67bb1530a69823b4ae902	0	3	1	1	0	2	0	3	2	1	1	1	1	0	0	2	1	2	2	0	3	2	3	1	1	0	1	1	2	2	3	0	1	3	1	2	2	1	3	2	2	0
58a67bb4530a69823b4ae903	1	3	1	1	1	2	0	2	3	1	2	0	1	1	0	2	1	2	3	0	3	2	2	0	1	0	1	3	1	2	1	0	1	2	0	1	1	0	2	1	3	0
58a67bb7530a69823b4ae904	0	3	1	1	0	2	0	1	2	0	1	0	1	0	0	0	2	1	2	0	3	2	3	0	1	1	2	2	1	2	2	0	2	1	0	1	2	1	2	1	2	0
58a67bba530a69823b4ae905	0	1	1	0	0	3	3	1	0	3	1	1	2	3	0	0	2	2	1	0	3	3	0	3	0	2	0	0	1	2	3	1	1	1	2	1	2	1	3	0	2	1
58a67bbd530a69823b4ae906	0	2	0	0	0	2	1	3	0	1	2	0	0	2	0	2	1	3	0	0	3	3	1	3	0	0	0	2	0	2	2	0	2	0	2	0	1	1	3	1	0	3
58a67bc0530a69823b4ae907	0	2	1	0	0	2	2	0	2	3	0	2	2	1	0	0	2	2	2	0	3	2	0	1	0	0	1	1	2	2	2	0	1	1	3	0	1	0	2	1	0	0
58a67bc4530a69823b4ae908	0	3	1	0	0	2	2	2	0	3	0	2	1	1	0	0	0	1	2	0	3	2	0	0	0	0	1	1	1	2	2	0	1	0	0	0	0	0	3	2	1	0
58a67bc7530a69823b4ae909	0	1	1	0	0	3	2	0	1	3	0	2	1	1	3	0	0	0	3	0	3	3	0	1	0	1	0	1	2	3	2	2	2	0	0	0	0	1	1	2	2	0
58a67bca530a69823b4ae90a	0	2	0	0	0	3	2	2	0	2	2	1	2	3	1	0	2	3	1	0	3	3	0	2	0	1	1	1	2	1	2	3	2	0	2	0	1	1	3	2	0	1
58a67bcd530a69823b4ae90b	0	2	0	0	0	3	1	1	0	3	1	1	1	2	0	0	2	1	2	0	3	3	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	3	3	1	0	0
58a67bd0530a69823b4ae90c	1	1	0	0	0	2	2	3	0	0	2	0	3	3	0	0	2	3	0	3	1	3	0	3	0	1	1	0	2	0	3	2	1	1	3	0	1	2	3	1	0	3
58a67bd3530a69823b4ae90d	0	1	0	0	0	2	2	3	0	0	3	0	2	3	0	0	2	3	0	3	1	3	0	1	0	1	2	0	2	0	2	1	1	1	2	0	1	3	3	1	0	2
58a67bd6530a69823b4ae90e	0	2	0	0	0	1	2	3	0	1	3	0	1	2	0	0	2	3	1	3	0	3	0	2	0	1	2	0	2	0	2	2	1	1	3	0	2	2	3	0	0	2
58a67bd9530a69823b4ae90f	0	1	0	1	0	2	2	0	1	0	1	1	2	2	0	0	2	3	3	3	1	2	1	0	0	1	1	0	2	2	2	2	1	1	1	0	2	1	2	0	1	0
58a67bdd530a69823b4ae910	0	1	0	0	0	1	2	3	0	0	2	0	2	3	0	0	3	3	0	3	0	3	0	2	0	1	1	0	2	0	2	1	1	1	3	0	1	0	3	1	0	2
58a67be0530a69823b4ae911	0	3	0	0	0	2	3	2	0	1	1	2	1	3	0	0	1	1	0	3	0	3	0	2	0	0	0	0	1	0	1	2	2	1	1	1	1	2	3	0	0	1
58a67be3530a69823b4ae912	0	3	0	0	0	2	2	1	2	1	1	2	0	2	0	0	1	1	2	3	0	2	1	0	1	0	0	1	0	1	2	1	2	1	0	0	1	0	3	1	2	0
58a67be6530a69823b4ae913	0	3	0	0	0	2	2	3	0	1	1	1	0	3	0	1	1	2	0	3	0	3	0	2	0	0	0	0	1	0	1	1	1	0	3	0	0	1	3	1	0	1
58a67bec530a69823b4ae915	0	3	0	0	0	2	3	1	0	1	1	1	1	3	0	0	1	1	2	3	0	3	1	1	1	0	0	1	1	1	2	0	2	2	0	2	1	0	2	2	1	1
58a67be9530a69823b4ae914	0	3	1	1	0	2	2	2	0	1	1	0	0	3	0	0	1	3	1	3	0	3	1	1	1	1	1	0	1	1	2	0	2	0	2	0	1	2	3	1	0	1
58a67bef530a69823b4ae916	0	1	2	0	0	2	0	1	2	1	1	2	2	0	0	2	1	0	3	0	3	0	2	0	2	0	1	2	1	2	1	0	2	0	0	1	0	1	2	1	2	0
58a67bf2530a69823b4ae917	0	1	1	0	0	3	2	0	0	3	0	2	1	2	3	0	0	1	3	0	3	3	0	1	0	2	0	1	1	2	2	3	2	1	1	0	2	0	3	1	1	0
58a67bf5530a69823b4ae918	0	1	1	0	0	3	2	1	0	3	0	3	1	3	2	0	2	1	1	0	3	3	0	2	0	2	0	0	2	1	1	3	2	0	1	0	1	1	3	1	0	2
58a67bfc530a69823b4ae91a	2	2	0	3	3	0	2	0	2	0	2	0	0	1	0	1	1	3	3	3	0	2	2	0	0	0	2	0	1	0	3	0	1	3	1	1	3	1	3	1	3	0
58a67bf8530a69823b4ae919	3	2	0	3	3	0	2	3	0	0	2	0	0	0	0	2	2	3	3	3	0	2	2	1	0	0	2	0	1	1	3	1	0	3	1	1	1	1	3	1	2	1
58a67bfe530a69823b4ae91b	3	1	0	3	3	0	1	3	1	0	2	0	0	1	0	2	1	3	3	3	0	2	2	1	0	0	3	0	1	1	2	1	0	3	2	1	1	1	3	1	2	0
58a67c02530a69823b4ae91c	3	1	0	3	3	0	2	3	0	0	2	0	0	2	0	2	2	3	3	3	0	2	2	0	0	0	3	0	2	1	3	1	0	3	2	1	2	2	3	1	2	0
58a67c05530a69823b4ae91d	3	1	0	3	3	0	1	3	1	0	2	0	0	2	0	1	2	3	2	3	0	2	2	0	1	0	2	0	2	0	3	1	0	3	2	1	2	0	3	1	1	1
58a67c0e530a69823b4ae920	1	1	3	1	1	2	3	3	1	1	2	1	3	2	0	1	2	3	3	0	3	3	0	1	0	1	3	0	3	1	3	1	1	2	2	1	1	1	3	1	1	1
58a67c08530a69823b4ae91e	0	1	0	1	1	2	1	3	0	2	2	0	1	3	0	1	2	2	1	0	3	3	0	3	0	1	1	0	1	0	1	1	1	1	2	0	0	3	3	1	1	1
58a67c0b530a69823b4ae91f	1	1	2	2	1	2	1	0	3	2	1	3	2	1	0	0	1	1	2	0	3	2	3	0	1	0	1	0	1	0	3	0	1	2	0	0	2	1	3	0	1	1
58a67c12530a69823b4ae921	0	1	3	2	1	2	2	3	2	1	1	1	1	1	0	1	0	3	2	0	3	3	2	2	1	0	2	1	1	3	2	0	1	2	1	0	2	3	3	1	2	1
58a67c15530a69823b4ae922	0	1	2	1	1	1	3	3	0	2	2	0	1	3	0	1	2	3	0	0	3	3	0	3	0	1	3	0	3	0	3	2	1	1	3	1	1	3	3	0	0	2
58a6768d530a69823b4ae750	1	2	2	2	2	0	2	3	1	0	2	0	1	1	0	1	2	3	3	0	3	3	1	1	0	0	2	0	2	0	3	1	0	3	2	0	2	1	3	1	3	1
58a67687530a69823b4ae74e	0	2	0	1	2	0	2	3	0	0	2	0	0	1	0	2	1	3	2	0	3	3	1	2	0	0	2	0	3	1	3	0	0	3	2	0	2	1	2	1	1	1
58a67690530a69823b4ae751	1	2	0	2	2	0	2	3	0	0	2	0	0	2	0	2	1	3	2	0	3	2	2	1	0	0	3	0	2	1	3	1	0	3	2	0	1	1	3	1	2	1
58a67693530a69823b4ae752	1	2	0	1	2	0	2	3	1	0	2	0	1	1	0	1	1	3	3	0	3	2	2	1	1	0	2	0	2	1	3	0	0	3	1	1	2	0	2	1	2	0
58a67696530a69823b4ae753	1	2	0	1	2	0	2	3	1	0	2	0	2	1	0	1	2	3	3	0	3	2	2	1	1	0	3	0	2	1	3	1	0	3	2	1	1	0	3	1	1	0
58a67699530a69823b4ae754	0	2	0	1	0	1	1	3	0	0	2	0	1	3	0	0	1	1	0	3	1	3	0	2	0	0	1	0	1	0	2	1	1	1	2	0	1	1	2	1	0	0
58a6769c530a69823b4ae755	0	1	1	1	0	2	1	0	2	3	0	2	1	2	1	0	1	0	2	0	3	2	1	0	1	1	1	3	2	2	1	2	1	1	0	0	2	1	2	2	1	0
58a6769f530a69823b4ae756	0	1	1	0	0	3	2	0	1	3	0	2	1	1	3	0	2	0	2	0	3	2	1	0	1	3	0	1	1	2	1	2	2	1	0	0	1	1	2	1	1	0
58a676a2530a69823b4ae757	0	1	0	0	0	3	1	0	1	3	0	2	0	0	2	0	2	0	1	0	3	1	1	0	1	2	0	1	1	2	2	2	2	1	0	0	2	2	2	1	0	0
58a676a5530a69823b4ae758	0	1	0	0	0	3	2	1	0	3	0	2	1	3	2	0	1	0	1	0	3	3	0	2	0	2	0	1	1	2	2	3	2	1	0	0	1	2	3	1	0	1
58a676a8530a69823b4ae759	0	1	0	0	0	3	1	0	0	3	0	2	1	2	2	0	1	0	0	0	3	3	0	1	0	2	0	1	2	2	1	3	2	1	2	0	1	2	3	1	0	0
58a676ab530a69823b4ae75a	0	1	1	0	0	2	2	3	1	1	1	1	2	3	0	1	3	3	2	0	3	3	0	3	0	2	2	1	2	0	3	0	2	1	2	0	1	1	2	1	0	3
58a676ae530a69823b4ae75b	0	1	0	1	0	3	3	0	0	3	0	2	1	2	3	0	1	0	2	0	3	3	1	0	1	3	1	1	1	3	2	2	3	1	0	0	0	1	2	1	0	1
58a676b0530a69823b4ae75c	0	1	1	1	0	2	3	0	1	3	0	2	3	2	3	0	1	0	3	0	3	3	1	1	0	3	1	0	2	3	2	2	3	1	0	0	0	1	3	2	1	0
58a676b3530a69823b4ae75d	1	1	1	1	0	3	2	0	3	2	1	2	2	2	1	1	0	0	3	0	3	2	2	1	2	2	2	0	1	3	1	2	2	1	0	2	2	2	2	0	3	1
58a676b7530a69823b4ae75e	1	1	1	0	0	3	3	2	0	3	1	1	2	3	0	1	3	3	1	0	3	3	0	1	0	2	0	0	3	1	3	3	2	0	2	0	1	1	3	0	2	1
58a676bd530a69823b4ae760	1	3	0	3	1	2	1	2	2	0	2	0	1	0	0	1	1	2	3	3	0	3	1	0	1	0	3	1	2	1	2	1	0	1	2	0	2	0	2	2	2	0
58a676c0530a69823b4ae761	1	3	0	3	1	2	2	3	0	0	1	0	0	2	0	1	2	3	0	3	0	3	1	1	0	0	2	0	2	0	2	1	0	1	3	0	1	0	2	2	1	0
58a676c3530a69823b4ae762	1	3	0	3	1	1	3	2	0	0	2	0	1	2	0	1	2	3	2	3	0	3	0	2	0	0	2	1	2	0	2	1	0	1	3	0	2	0	3	0	1	0
58a676ba530a69823b4ae75f	1	3	0	2	1	1	3	0	0	0	0	2	0	2	0	1	1	0	0	3	0	3	0	1	0	1	1	0	2	0	2	2	0	1	2	0	1	1	1	1	1	0
58a676c6530a69823b4ae763	1	3	0	3	1	1	1	3	0	0	1	0	1	1	0	1	1	3	0	3	0	3	0	3	0	0	2	0	1	0	2	1	0	1	3	0	2	1	2	0	1	0
